iter	RMSE
340	0.2423439412
341	0.2422017208
342	0.2420235714
343	0.241879871
344	0.2416712843
345	0.2415414871
346	0.2413841881
347	0.2412162705
348	0.2410614241
349	0.2409334602
350	0.2407969715
351	0.2407281755
352	0.2406296622
353	0.2404641817
354	0.2403532124
355	0.2401448853
356	0.2400641084
357	0.2398974709
358	0.2397643731
359	0.2397107382
360	0.2395478104
361	0.239388499
362	0.2392675268
363	0.2390799296
364	0.2389357875
365	0.2388272955
366	0.2386326936
367	0.238477996
368	0.238379335
369	0.2382592869
370	0.2381005039
371	0.2379695407
372	0.2377994615
373	0.2376716107
374	0.2375457465
375	0.2374247757
376	0.2372080862
377	0.2370891103
378	0.2369887829
379	0.2368408037
380	0.236689476
381	0.2365237263
382	0.2363782193
383	0.236251108
384	0.2361274046
385	0.2360484775
386	0.2359349444
387	0.235785758
388	0.2356669223
389	0.2355810734
390	0.2353924557
391	0.2352538619
392	0.2351194745
393	0.2349930704
394	0.2348299888
395	0.2347561391
396	0.2346265142
397	0.2344872459
398	0.2343539023
399	0.2342353718
400	0.2340902538
401	0.233934755
402	0.2338317288
403	0.2336930902
404	0.2335785282
405	0.2333970762
406	0.2333465376
407	0.2332085767
408	0.2330746523
409	0.2329316101
410	0.2328252494
411	0.2326844429
412	0.2325684198
413	0.2324043263
414	0.2322284392
415	0.2321073956
416	0.2319523276
417	0.2317991887
418	0.2316712425
419	0.2315431253
420	0.2314684956
421	0.2313790709
422	0.2312470257
423	0.2311773355
424	0.2310476661
425	0.2309459627
426	0.2308383503
427	0.2307426198
428	0.2306049224
429	0.2304869477
430	0.2303376408
431	0.2302231172
432	0.2300669592
433	0.2299530844
434	0.2297946742
435	0.2296428866
436	0.2295184678
437	0.229406219
438	0.2292917242
439	0.2291473029
440	0.2290416785
441	0.2289746653
442	0.2288465969
443	0.228760172
444	0.2286432812
445	0.2285616612
446	0.22846599
447	0.228327275
448	0.228216406
449	0.2281273554
450	0.2279979112
451	0.2278822387
452	0.2277659555
453	0.2276753985
454	0.227543494
455	0.2274022765
456	0.2273108641
457	0.2272141782
458	0.2271133466
459	0.2269517138
460	0.2268515637
461	0.2267404545
462	0.2265700258
463	0.2264592453
464	0.2263491591
465	0.2262556522
466	0.2261519108
467	0.2260402217
468	0.2259565211
469	0.2258453487
470	0.2257755205
471	0.225658764
472	0.2255339923
473	0.2254046442
474	0.2252956548
475	0.2252424259
476	0.2251081982
477	0.2250350786
478	0.2249502487
479	0.2248223619
480	0.2247039007
481	0.2246056333
482	0.224518694
483	0.224426364
484	0.2243192227
485	0.2242289904
486	0.2241349069
487	0.2240538752
488	0.2239520089
489	0.2238551267
490	0.2238046098
491	0.223669884
492	0.2235563827
493	0.2234377327
494	0.2233541549
495	0.2232341037
496	0.2231257709
497	0.2230045244
498	0.2229295597
499	0.2228236392
500	0.222693299
501	0.222632223
502	0.2225410057
503	0.2224405802
504	0.2223579002
505	0.2222313147
506	0.2221729348
507	0.2221043189
508	0.2219733236
509	0.2218913381
510	0.2218149325
511	0.2217221856
512	0.2216404023
513	0.2215392356
514	0.2214328962
515	0.2213503765
516	0.2212544545
517	0.2211728193
518	0.2210843882
519	0.2209164299
520	0.220823637
521	0.2207515996
522	0.2205933345
523	0.2204828898
524	0.2204038051
525	0.2202900148
526	0.2201546975
527	0.2200845643
528	0.2199823321
529	0.2198988756
530	0.219802101
531	0.2197333165
532	0.2195794021
533	0.2194949558
534	0.2194080248
535	0.2193118736
536	0.2191849893
537	0.2191038644
538	0.2189963019
539	0.2188984222
540	0.2188142079
541	0.2187244238
542	0.2185756777
543	0.2184898758
544	0.2183822117
545	0.2182602799
546	0.2181824513
547	0.2180281673
548	0.2179084449
549	0.2178436979
550	0.2177256197
551	0.2176093001
552	0.217515825
553	0.2174439011
554	0.2173591603
555	0.2172727017
556	0.2171647983
557	0.2170903099
558	0.2169870037
559	0.2168787983
560	0.2167926348
561	0.2166765031
562	0.2166015337
563	0.2165031263
564	0.2163500135
565	0.2162422561
566	0.2161556538
567	0.2160937313
568	0.2159596433
569	0.215829185
570	0.2157510237
571	0.2156318221
572	0.2155163535
573	0.2154281598
574	0.2153193183
575	0.2152444397
576	0.2151332103
577	0.215049258
578	0.2149650565
579	0.2148690643
580	0.2147728303
581	0.2146665922
582	0.2145606272
583	0.2144637377
584	0.2143276327
585	0.2142260962
586	0.214109021
587	0.2140241571
588	0.2139339859
589	0.2138271253
590	0.213702775
591	0.2136217643
592	0.2135315868
593	0.2134251951
594	0.2133119804
595	0.2132432671
596	0.2131510675
597	0.213068515
598	0.2129758293
599	0.2128505952
600	0.2127534584
601	0.2126414597
602	0.2125371729
603	0.2124730174
604	0.2123200768
605	0.2122000659
606	0.2121081032
607	0.2120382152
608	0.2119805721
609	0.2119195855
610	0.211783727
611	0.2116725845
612	0.2115648749
613	0.2114673354
614	0.2113897627
615	0.2113026357
616	0.2112340087
617	0.2110994546
618	0.2110114864
619	0.2108966129
620	0.2108141051
621	0.2107532578
622	0.2106546195
623	0.2105980534
624	0.2105206934
625	0.2104040247
626	0.2103093407
627	0.2102093614
628	0.2101417188
629	0.2100633742
630	0.2099730333
631	0.2098812334
632	0.2097645961
633	0.2096564949
634	0.2095211722
635	0.2094119646
636	0.2093467554
637	0.2092509159
638	0.2091669782
639	0.2090712241
640	0.2089981994
641	0.2089114819
642	0.2088268559
643	0.2087454833
644	0.2086188783
645	0.2085426823
646	0.2084577309
647	0.2084062392
648	0.2083273374
649	0.2082411618
650	0.2081488316
651	0.2080783169
652	0.2080158377
653	0.2079101166
654	0.2077804883
655	0.2076698348
656	0.2075741368
657	0.2074796634
658	0.2073687722
659	0.2072883715
660	0.2072062138
661	0.2071021392
662	0.2069883297
663	0.2068657552
664	0.2067767077
665	0.2066582302
666	0.2065747744
667	0.2065062379
668	0.2063995388
669	0.2063308493
670	0.2062038965
671	0.2061343735
672	0.2060221991
673	0.205932427
674	0.2058317571
675	0.2057379522
676	0.2056597665
677	0.2055619282
678	0.2054469324
679	0.2053871446
680	0.2052879804
681	0.205205385
682	0.205065532
683	0.2049528613
684	0.2048893674
685	0.2048198058
686	0.2047153481
687	0.2046206588
688	0.2045439227
689	0.2044535889
690	0.204380015
691	0.2043227195
692	0.2042729876
693	0.2041935151
694	0.2041264412
695	0.2040598901
696	0.2039536425
697	0.2038703152
698	0.2038153928
699	0.2037251334
700	0.2036690134
701	0.2036093162
702	0.2035193186
703	0.2034386636
704	0.2033268256
705	0.2032670306
706	0.2032138403
707	0.2031416943
708	0.2030639694
709	0.2029927412
710	0.2028921544
711	0.202771634
712	0.2026656646
713	0.2026107407
714	0.2025198376
715	0.202423121
716	0.2023571419
717	0.2022539826
718	0.202193554
719	0.2021336346
720	0.2020430261
721	0.2019805891
722	0.2018829202
723	0.2018031993
724	0.2016672342
725	0.2015930503
726	0.2015076416
727	0.2014346958
728	0.201356472
729	0.201283831
730	0.2011963862
731	0.2011148326
732	0.2010579053
733	0.2009865074
734	0.2009114905
735	0.2008285198
736	0.200736684
737	0.2006596855
738	0.2005876405
739	0.2005092375
740	0.2004061306
741	0.2003165336
742	0.20026232
743	0.2001825739
744	0.2000861083
745	0.1999766164
746	0.199884385
747	0.1998049908
748	0.1997197615
749	0.1996412055
750	0.1995416116
751	0.1994670482
752	0.1993666733
753	0.199294547
754	0.199222245
755	0.199138763
756	0.1990358458
757	0.1989631952
758	0.1989145713
759	0.1988252281
760	0.1986614872
761	0.1985741572
762	0.198499338
763	0.1983790587
764	0.1982959677
765	0.1982101322
766	0.1981394107
767	0.1980498497
768	0.1979716466
769	0.1978967103
770	0.1978144386
771	0.1977399451
772	0.1976737784
773	0.1975774367
774	0.1975077302
775	0.1974151244
776	0.1973440708
777	0.1972365618
778	0.1971851064
779	0.1971037572
780	0.1970431579
781	0.1969547473
782	0.196889453
783	0.19682101
784	0.1967484274
785	0.1966619642
786	0.1965656339
787	0.1964803303
788	0.1963843045
789	0.1962983891
790	0.1962233789
791	0.1961477599
792	0.1961029337
793	0.1960347502
794	0.1959420091
795	0.1958832453
796	0.1957994893
797	0.1957143172
798	0.1955982923
799	0.1955065669
800	0.1954643817
801	0.1953802411
802	0.1953146796
803	0.1952183594
804	0.1951422414
805	0.1950511867
806	0.1949717716
807	0.1948824357
808	0.1948009804
809	0.1947273662
810	0.1946622056
811	0.1945766887
812	0.1945212516
813	0.1944548497
814	0.1943952865
815	0.1943128588
816	0.1942234272
817	0.194145784
818	0.1940856855
819	0.1939696529
820	0.1938655732
821	0.1937951324
822	0.1937206961
823	0.1936440878
824	0.1935809605
825	0.1935110017
826	0.1934350902
827	0.1933874195
828	0.1933278512
829	0.1932619124
830	0.1931836359
831	0.1931207298
832	0.1930667704
833	0.1930081771
834	0.1929294266
835	0.1928685148
836	0.1927908922
837	0.192717473
838	0.1926544793
839	0.1925862604
840	0.19251015
841	0.1924367917
842	0.1923800608
843	0.1922862947
844	0.1922172834
845	0.1921544978
846	0.1920842087
847	0.1920248073
848	0.1919360942
849	0.1918452012
850	0.1917616747
851	0.1916736211
852	0.1916233951
853	0.1915527235
854	0.1914699307
855	0.1913872895
856	0.1913246692
857	0.1912454756
858	0.1911872744
859	0.1911045044
860	0.1910356556
861	0.1909622248
862	0.1908699951
863	0.1907711134
864	0.1906916538
865	0.1906256706
866	0.190540297
867	0.190457107
868	0.1904001979
869	0.190338231
870	0.1902626918
871	0.1901746582
872	0.1900997461
873	0.1900213637
874	0.1899206871
875	0.1898241576
876	0.1897518307
877	0.1896597124
878	0.1896116886
879	0.1895284586
880	0.189473169
881	0.1893652953
882	0.1893098721
883	0.1892198497
884	0.1891545898
885	0.1890917122
886	0.18901725
887	0.1889705854
888	0.1888719154
889	0.1888013738
890	0.188731583
891	0.188645926
892	0.1885750154
893	0.1884873849
894	0.1883767639
895	0.1882923617
896	0.1882224569
897	0.1881550089
898	0.1880969438
899	0.1880334
900	0.1879667591
901	0.1878902702
902	0.1878168002
903	0.1877183922
904	0.1876200006
905	0.1875657287
906	0.1875129433
907	0.1874715187
908	0.1874062047
909	0.1873219512
910	0.1872461044
911	0.187186238
912	0.1870996021
913	0.1870293035
914	0.1869452855
915	0.1868763818
916	0.1868190224
917	0.1867310665
918	0.1866494215
919	0.1865745753
920	0.1865103518
921	0.1864328107
922	0.1863617404
923	0.1862692884
924	0.1862130749
925	0.1861293431
926	0.1860612303
927	0.1859768216
928	0.1859071346
929	0.1858465067
930	0.185796827
931	0.1857214909
932	0.1856584544
933	0.1855997124
934	0.1855575143
935	0.1854864639
936	0.1854123331
937	0.1853254053
938	0.1852187175
939	0.1851386404
940	0.1850599996
941	0.184970363
942	0.1849106369
943	0.1848466353
944	0.1847506828
945	0.1846919539
946	0.1846263581
947	0.18455189
948	0.1845010625
949	0.1844560641
950	0.1843835989
951	0.1843124242
952	0.184238874
953	0.1841594099
954	0.1840982241
955	0.1840426491
956	0.183981357
957	0.1839126605
958	0.1838204783
959	0.1837766736
960	0.1837094184
961	0.183667271
962	0.1835918385
963	0.1835171068
964	0.1834438857
965	0.1833699579
966	0.1833048566
967	0.1832393157
968	0.1831261707
969	0.1830687786
970	0.1829840425
971	0.1829082722
972	0.1828211836
973	0.1827496028
974	0.1827203396
975	0.1826472486
976	0.1825611681
977	0.1824358787
978	0.1823729895
979	0.1822990262
980	0.1822466066
981	0.1821756279
982	0.1821093365
983	0.1820155837
984	0.1819471677
985	0.1818864734
986	0.1818137746
987	0.1817670072
988	0.1816812964
989	0.1816345537
990	0.1815593932
991	0.1814741948
992	0.1814233169
993	0.1813124432
994	0.1812967751
995	0.1811968244
996	0.1811283251
997	0.1810498113
998	0.1809874042
999	0.1809338164
01596
